,Datetime,file,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_1_max,air_temperature_1_min,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_u1_max,wind_speed_2,wind_speed_u2_max,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,snow_depth_1,snow_depth_2,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,relative_humidity_2_cor,specific_humidity_1,specific_humidity_2,shortwave_incoming_radiation_max,shortwave_incoming_radiation_stdev,net_radiation_stdev,air_temperature_2_max,air_temperature_2_min,wind_speed_u1_stdev,wind_speed_u2_stdev,ref_temperature,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,incoming_uv_radiation,incoming_longwave_radiation,surface_temperature_1,surface_temperature_2,net_radiation_maximum,season,year,month,DayOfYear,DayOfCentury
19164,1999-07-03,KAR,363.82,272.92,6.98,-5.47,,,-5.34,,83.49,,4.98,,5.1,,109.45,108.45,743.92,4.51,5.96,14.03,-5.45,0.08,0.05,19.84,,-5.44,,4.55,67.13,184.5,,88.09,,2.84,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,184,729454
19178,1999-07-04,KAR,379.3,286.59,-11.13,-7.59,,,-7.43,,83.66,,6.22,,6.33,,82.61,72.93,741.22,4.52,5.97,14.13,-7.59,0.07,0.04,18.72,,-7.59,,5.78,67.21,184.5,,90.14,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,185,729455
19193,1999-07-05,KAR,381.54,289.38,-19.48,-7.14,,,-6.79,,79.69,,1.84,,1.99,,161.28,158.5,741.21,4.52,5.97,13.74,-7.23,0.07,0.04,,,-7.49,,1.29,67.31,184.5,,85.52,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,186,729456
19214,1999-07-06,KAR,377.48,287.98,-11.18,-8.96,,,-8.73,,79.0,,5.02,,5.16,,133.82,130.66,737.25,4.52,5.97,13.93,-8.95,0.07,0.04,22.98,,-8.94,,4.49,67.41,184.5,,86.29,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,187,729457
19242,1999-07-07,KAR,374.34,286.38,-5.79,-9.37,,,-8.96,,86.68,,1.72,,1.85,,100.48,96.19,738.75,4.53,5.98,13.96,-9.59,0.06,0.03,,,-9.75,,1.24,67.51,184.5,,95.37,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,188,729458
19256,1999-07-08,KAR,330.89,260.36,-11.71,-9.92,,,-9.7,,87.77,,4.86,,4.99,,26.36,28.93,737.84,4.53,5.98,14.06,-9.9,0.06,0.03,28.9,,-10.26,,4.36,67.63,184.5,,97.06,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,189,729459
19277,1999-07-09,KAR,313.12,248.03,0.6,-6.99,,,-6.88,,89.99,,8.3,,8.47,,49.98,52.59,730.75,4.53,5.99,14.03,-6.98,0.06,0.02,14.01,,-6.93,,7.69,67.75,184.5,,96.33,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,190,729460
19284,1999-07-10,KAR,364.8,291.3,-13.69,-9.48,,,-9.29,,85.32,,4.54,,4.66,,172.68,173.83,730.8,4.53,5.98,14.07,-9.42,0.06,0.03,13.49,,-9.37,,4.12,67.87,184.5,,93.66,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,191,729461
19298,1999-07-11,KAR,311.12,252.86,-4.04,-9.39,,,-9.24,,85.84,,4.62,,4.74,,73.34,71.72,729.62,4.53,5.99,14.11,-9.38,0.06,0.02,25.05,,-9.33,,4.18,68.01,184.5,,94.23,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,192,729462
19331,1999-07-12,KAR,286.99,232.47,2.21,-9.41,,,-9.28,,83.71,,3.18,,3.31,,93.35,88.13,730.8,4.54,5.99,14.1,-9.41,0.05,0.02,26.88,,-9.51,,2.7,68.15,184.5,,91.87,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,193,729463
19338,1999-07-13,KAR,352.28,278.45,-15.54,-10.06,,,-9.93,,85.04,,7.36,,7.5,,42.58,40.04,730.98,4.55,6.0,14.09,-10.06,0.04,0.01,31.03,,-10.24,,6.87,68.29,184.5,,93.86,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,194,729464
19354,1999-07-14,KAR,345.53,270.26,-3.21,-9.38,,,-9.3,,85.93,,6.73,,6.86,,25.22,26.98,729.58,4.54,6.0,14.13,-9.39,0.05,0.01,30.03,,-9.36,,6.28,68.45,184.5,,94.2,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,195,729465
19382,1999-07-15,KAR,310.56,248.46,-10.93,-9.08,,,-9.02,,87.24,,8.97,,9.1,,27.98,29.92,729.12,4.55,6.0,14.17,-9.07,0.04,0.01,15.25,,-9.29,,8.48,68.61,184.5,,95.4,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,196,729466
19397,1999-07-16,KAR,300.74,238.69,-4.83,-7.82,,,-7.72,,92.18,,8.6,,8.75,,54.7,56.93,727.39,4.55,6.01,14.23,-7.8,0.04,0.0,14.71,,-7.76,,8.04,68.77,184.5,,99.46,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,197,729467
19412,1999-07-17,KAR,348.02,277.7,-15.82,-8.92,,,-8.8,,91.03,,6.13,,6.31,,60.95,61.82,732.89,4.55,6.01,14.21,-8.85,0.04,-0.0,-1.71,,-8.8,,5.49,68.94,184.5,,99.39,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,198,729468
19435,1999-07-18,KAR,295.49,233.85,-1.71,-8.08,,,-8.0,,88.34,,5.7,,5.81,,26.72,28.66,735.68,4.55,6.01,14.13,-8.09,0.04,-0.0,29.56,,-8.02,,5.29,69.12,184.5,,95.59,,2.49,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,199,729469
19442,1999-07-19,KAR,337.88,265.0,-12.69,-9.5,,,-9.35,,90.03,,4.43,,4.58,,35.74,37.77,737.88,4.55,6.02,14.02,-9.44,0.04,-0.01,6.62,,-9.39,,3.87,69.3,184.5,,98.95,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,200,729470
19470,1999-07-20,KAR,342.58,268.5,-18.53,-11.66,,,-11.52,,85.75,,6.07,,6.18,,41.26,45.36,739.23,4.55,6.02,14.12,-11.67,0.04,-0.01,28.93,,-11.67,,5.68,69.49,184.5,,96.33,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,201,729471
19487,1999-07-21,KAR,305.45,244.49,-10.7,-8.63,,,-8.42,,87.08,,4.58,,4.67,,111.75,112.75,739.06,4.55,6.02,14.0,-8.79,0.04,-0.01,,,-8.88,,4.32,69.69,184.5,,94.86,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,202,729472
19513,1999-07-22,KAR,340.92,273.5,-24.83,-10.7,,,-10.52,,90.75,,4.16,,4.32,,130.38,131.03,737.18,4.55,6.01,13.8,-10.6,0.04,0.0,6.42,,-10.67,,3.56,69.89,184.5,,100.97,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,203,729473
19525,1999-07-23,KAR,281.37,220.4,-20.26,-10.73,,,-10.63,,89.88,,7.68,,7.79,,32.47,27.42,734.64,4.55,6.01,13.87,-10.73,0.04,0.0,19.55,,-10.93,,7.24,70.09,184.5,,100.0,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,204,729474
19537,1999-07-24,KAR,334.07,260.38,-14.35,-7.29,,,-7.17,,82.32,,7.01,,7.11,,42.48,23.07,738.32,4.56,6.01,14.18,-7.29,0.03,0.0,21.41,,-7.27,,6.64,70.31,184.5,,88.48,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,205,729475
19561,1999-07-25,KAR,300.5,231.58,-14.41,-6.47,,,-6.27,,87.35,,3.89,,4.03,,290.13,288.98,739.14,4.56,6.01,13.95,-6.48,0.03,-0.0,,,-6.78,,3.38,70.52,184.5,,92.92,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,206,729476
19584,1999-07-26,KAR,322.63,244.12,-12.06,-6.84,,,-6.7,,84.07,,5.75,,5.89,,333.86,335.41,736.76,4.56,6.02,13.9,-6.72,0.03,-0.01,-6.21,,-6.63,,5.24,70.75,184.5,,89.91,,2.63,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,207,729477
19597,1999-07-27,KAR,320.84,243.75,-17.27,-11.41,,,-11.24,,80.74,,6.93,,7.0,,326.2,327.96,740.28,4.56,6.02,14.03,-11.3,0.03,-0.01,1.36,,-11.22,,6.55,70.97,184.5,,90.45,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,208,729478
19620,1999-07-28,KAR,314.98,239.89,-16.58,-10.99,,,-10.83,,82.74,,6.32,,6.42,,184.79,178.99,745.03,4.56,6.02,14.07,-10.94,0.03,-0.01,13.72,,-10.91,,5.94,71.21,184.5,,92.33,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,209,729479
19626,1999-07-29,KAR,292.6,223.97,-4.47,-5.76,,,-5.61,,89.3,,2.94,,3.06,,263.75,262.33,745.88,4.56,6.02,13.92,-5.87,0.03,-0.01,,,-5.72,,2.52,71.44,184.5,,94.44,,3.13,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,210,729480
19648,1999-07-30,KAR,308.98,237.76,-18.04,-9.48,,,-9.37,,82.39,,6.93,,7.02,,201.92,197.76,743.52,4.57,6.02,14.05,-9.41,0.02,-0.01,7.29,,-9.81,,6.59,71.69,184.5,,90.5,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,211,729481
19666,1999-07-31,KAR,313.65,236.73,-13.37,-10.16,,,-10.06,,82.21,,7.73,,7.85,,187.9,176.89,738.75,4.57,6.02,14.06,-10.09,0.02,-0.01,-1.17,,-10.03,,7.32,71.93,184.5,,90.91,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,July,212,729482
19676,1999-08-01,KAR,257.45,196.08,-4.76,-10.15,,,-10.0,,85.11,,4.18,,4.31,,107.25,103.16,740.53,4.57,6.02,14.1,-10.12,0.02,-0.01,15.76,,-10.21,,3.69,72.19,184.5,,94.24,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,213,729483
19705,1999-08-02,KAR,299.36,226.53,-15.33,-9.59,,,-9.31,,87.81,,3.58,,3.7,,278.5,278.02,744.48,4.57,6.02,13.89,-9.62,0.02,-0.01,,,-9.65,,3.12,72.44,184.5,,96.69,,2.37,,,,,,,,,,,,,,,,,,,,,,,,,Summer,1999,August,214,729484
